"customerid","count","quarter","referred_a_friend","number_of_referrals","tenure_in_months","offer","phone_service","avg_monthly_long_distance_charges","multiple_lines","internet_service","internet_type","avg_monthly_gb_download","online_security","online_backup","device_protection_plan","premium_tech_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","satisfaction_score","customer_status","churn_label","churn_value","churn_score","cltv","churn_category","churn_reason","country","state","city","zip_code","lat_long","latitude","longitude","gender","age","under_30","senior_citizen","married","dependents","number_of_dependents","population"
"5201-FRKKS",1,"Q3","No",0,25,"Offer C","Yes","17.30","No","Yes","Fiber Optic",26,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","74.30","1952.25","40.54","0.00","432.50","2344.21",4,"Stayed","No",0,64,4815,NULL,NULL,"United States","California","Winnetka","91306","34.209532, -118.577563","34.20953200","-118.57756300","Male",53,"No","No","No","No",0,43857
"5443-SCMKX",1,"Q3","Yes",1,58,"None","Yes","21.38","Yes","Yes","Fiber Optic",26,"No","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Bank Withdrawal","94.30","5610.15","5.55","150.00","1240.04","6994.64",3,"Stayed","No",0,77,6166,NULL,NULL,"United States","California","Newbury Park","91320","34.172071, -118.946262","34.17207100","-118.94626200","Female",49,"No","No","Yes","No",0,37779
"8295-KMENE",1,"Q3","No",0,59,"None","Yes","13.27","Yes","Yes","DSL",15,"Yes","No","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Credit Card","76.45","4519.50","30.22","0.00","782.93","5272.21",4,"Stayed","No",0,27,5978,NULL,NULL,"United States","California","Newhall","91321","34.370378, -118.504118","34.37037800","-118.50411800","Female",33,"No","No","Yes","Yes",1,30742
"6738-ISCBM",1,"Q3","No",0,44,"None","No","0.00","No","Yes","Cable",17,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","54.00","2440.25","5.47","0.00","0.00","2434.78",3,"Stayed","No",0,36,4256,NULL,NULL,"United States","California","Northridge","91324","34.238208, -118.55029","34.23820800","-118.55029000","Male",55,"No","No","No","No",0,25751
"9821-BESNZ",1,"Q3","No",0,66,"Offer A","Yes","33.02","Yes","Yes","Fiber Optic",6,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","104.25","6860.60","44.00","0.00","2179.32","8995.92",4,"Stayed","No",0,42,4915,NULL,NULL,"United States","California","Northridge","91325","34.236683, -118.517588","34.23668300","-118.51758800","Male",43,"No","No","No","No",0,32307
"3678-MNGZX",1,"Q3","Yes",1,68,"Offer A","Yes","35.89","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal","19.95","1377.70","28.98","0.00","2440.52","3789.24",3,"Stayed","No",0,53,4165,NULL,NULL,"United States","California","Porter Ranch","91326","34.281911, -118.556218","34.28191100","-118.55621800","Male",45,"No","No","Yes","Yes",3,28067
"1335-NTIUC",1,"Q3","No",0,9,"None","No","0.00","No","Yes","DSL",7,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","24.95","190.25","0.00","0.00","0.00","190.25",5,"Stayed","No",0,24,5473,NULL,NULL,"United States","California","Pacoima","91331","34.255442, -118.421314","34.25544200","-118.42131400","Male",61,"No","No","No","No",0,97318
"2916-BQZLN",1,"Q3","No",0,19,"None","Yes","11.42","Yes","Yes","Fiber Optic",41,"Yes","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","84.75","1651.95","49.38","0.00","216.98","1819.55",4,"Stayed","No",0,24,5157,NULL,NULL,"United States","California","Reseda","91335","34.200175, -118.540958","34.20017500","-118.54095800","Male",29,"Yes","No","No","No",0,68018
"4558-CGYCZ",1,"Q3","No",0,4,"None","Yes","41.94","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.75","78.30","0.00","0.00","167.76","246.06",3,"Stayed","No",0,25,4987,NULL,NULL,"United States","California","San Fernando","91340","34.286131, -118.435969","34.28613100","-118.43596900","Male",20,"Yes","No","No","No",0,33389
"2368-GAKKQ",1,"Q3","No",0,70,"Offer A","Yes","17.32","Yes","Yes","Fiber Optic",30,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","113.65","7939.25","0.00","0.00","1212.40","9151.65",4,"Stayed","No",0,75,6424,NULL,NULL,"United States","California","Sylmar","91342","34.321621, -118.399841","34.32162100","-118.39984100","Female",28,"Yes","No","No","No",0,81986
"8710-YGLWG",1,"Q3","No",0,1,"Offer E","Yes","15.76","No","Yes","DSL",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","44.90","44.90","0.00","0.00","15.76","60.66",3,"Joined","No",0,21,2451,NULL,NULL,"United States","California","North Hills","91343","34.238802, -118.482296","34.23880200","-118.48229600","Male",44,"No","No","No","No",0,57017
"3199-XGZCY",1,"Q3","No",0,8,"None","Yes","18.82","Yes","Yes","Fiber Optic",3,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","75.25","576.70","0.00","0.00","150.56","727.26",4,"Stayed","No",0,74,2332,NULL,NULL,"United States","California","Granada Hills","91344","34.291273, -118.505104","34.29127300","-118.50510400","Female",51,"No","No","No","No",0,48867
"3785-KTYSH",1,"Q3","No",0,53,"None","Yes","34.16","Yes","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Credit Card","24.60","1279.00","37.68","0.00","1810.48","3051.80",5,"Stayed","No",0,44,4610,NULL,NULL,"United States","California","Mission Hills","91345","34.266389, -118.459744","34.26638900","-118.45974400","Male",24,"Yes","No","No","No",0,17112
"4063-EIKNQ",1,"Q3","Yes",1,11,"None","Yes","15.73","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","20.95","267.35","18.17","0.00","173.03","422.21",3,"Stayed","No",0,31,4075,NULL,NULL,"United States","California","Canyon Country","91351","34.422519, -118.420717","34.42251900","-118.42071700","Male",33,"No","No","Yes","Yes",2,59259
"6993-YCOBK",1,"Q3","Yes",1,60,"None","Yes","40.36","Yes","Yes","Fiber Optic",76,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Bank Withdrawal","110.60","6586.85","36.38","80.00","2421.60","9052.07",3,"Stayed","No",0,22,5756,NULL,NULL,"United States","California","Sun Valley","91352","34.231053, -118.338307","34.23105300","-118.33830700","Male",48,"No","No","Yes","Yes",3,46639
"5206-HPJKM",1,"Q3","No",0,17,"None","Yes","33.68","No","Yes","DSL",14,"Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","55.50","934.15","0.00","0.00","572.56","1506.71",4,"Stayed","No",0,38,3190,NULL,NULL,"United States","California","Valencia","91354","34.457005, -118.573726","34.45700500","-118.57372600","Male",64,"No","No","No","No",0,17846
"8393-JMVMB",1,"Q3","No",0,1,"Offer E","Yes","29.15","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.45","19.45","0.00","0.00","29.15","48.60",3,"Joined","No",0,48,2133,NULL,NULL,"United States","California","Thousand Oaks","91360","34.214054, -118.88109","34.21405400","-118.88109000","Male",34,"No","No","No","No",0,42526
"6036-TTFYU",1,"Q3","Yes",1,16,"None","Yes","46.86","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.60","314.45","26.83","0.00","749.76","1037.38",3,"Stayed","No",0,79,4298,NULL,NULL,"United States","California","Thousand Oaks","91362","34.191842, -118.822796","34.19184200","-118.82279600","Female",48,"No","No","Yes","No",0,33057
"2550-AEVRU",1,"Q3","Yes",1,57,"None","Yes","17.01","No","Yes","DSL",11,"Yes","Yes","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal","53.45","3053.00","0.00","0.00","969.57","4022.57",3,"Stayed","No",0,21,5660,NULL,NULL,"United States","California","Woodland Hills","91364","34.153733, -118.593408","34.15373300","-118.59340800","Female",33,"No","No","Yes","Yes",2,25988
"0969-RGKCU",1,"Q3","Yes",1,37,"None","Yes","43.68","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.80","677.05","29.21","0.00","1616.16","2264.00",4,"Stayed","No",0,24,5137,NULL,NULL,"United States","California","Woodland Hills","91367","34.178068, -118.615714","34.17806800","-118.61571400","Male",31,"No","No","Yes","Yes",1,36123
"0378-CJKPV",1,"Q3","Yes",1,72,"None","Yes","4.56","Yes","Yes","Fiber Optic",18,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card","112.10","7965.95","18.88","0.00","328.32","8275.39",4,"Stayed","No",0,62,4272,NULL,NULL,"United States","California","Oak Park","91377","34.19225, -118.776874","34.19225000","-118.77687400","Female",56,"No","No","Yes","No",0,14814
"1703-MGIAB",1,"Q3","No",0,17,"None","Yes","5.49","Yes","Yes","DSL",14,"No","No","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","69.00","1108.00","33.67","0.00","93.33","1167.66",5,"Stayed","No",0,22,4439,NULL,NULL,"United States","California","Van Nuys","91406","34.195685, -118.490752","34.19568500","-118.49075200","Female",53,"No","No","No","No",0,50047
"4311-QTTAI",1,"Q3","No",0,16,"None","Yes","40.95","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.35","295.55","0.00","0.00","655.20","950.75",5,"Stayed","No",0,22,2017,NULL,NULL,"United States","California","Van Nuys","91411","34.17847, -118.459472","34.17847000","-118.45947200","Female",63,"No","No","No","No",0,23646
"4318-RAJVY",1,"Q3","No",0,10,"None","Yes","2.84","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","Yes","Credit Card","19.80","198.25","0.00","0.00","28.40","226.65",3,"Stayed","No",0,34,5270,NULL,NULL,"United States","California","Encino","91436","34.152875, -118.486056","34.15287500","-118.48605600","Female",57,"No","No","No","No",0,13129
"3612-YUNGG",1,"Q3","Yes",1,64,"None","Yes","13.73","Yes","Yes","Fiber Optic",12,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card","109.20","6741.15","17.30","0.00","878.72","7602.57",4,"Stayed","No",0,34,5543,NULL,NULL,"United States","California","Burbank","91502","34.177267, -118.31003","34.17726700","-118.31003000","Male",53,"No","No","Yes","Yes",1,11517
"2254-DLXRI",1,"Q3","No",0,1,"Offer E","Yes","18.00","Yes","Yes","Fiber Optic",23,"No","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","79.15","79.15","0.00","60.00","18.00","157.15",4,"Joined","No",0,57,2742,NULL,NULL,"United States","California","Burbank","91504","34.213049, -118.317651","34.21304900","-118.31765100","Female",33,"No","No","No","No",0,25882
"5062-CJJKH",1,"Q3","Yes",1,25,"None","Yes","36.17","No","Yes","DSL",53,"No","Yes","Yes","No","No","No","No","Yes","One Year","No","Credit Card","53.65","1355.45","0.00","0.00","904.25","2259.70",5,"Stayed","No",0,25,5854,NULL,NULL,"United States","California","Burbank","91505","34.174215, -118.345928","34.17421500","-118.34592800","Male",63,"No","No","Yes","Yes",3,29245
"9028-LIHRP",1,"Q3","Yes",1,71,"None","Yes","33.69","No","Yes","Fiber Optic",27,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","No","Credit Card","100.20","7209.00","0.00","0.00","2391.99","9600.99",3,"Stayed","No",0,55,5502,NULL,NULL,"United States","California","Burbank","91506","34.169706, -118.323548","34.16970600","-118.32354800","Male",22,"Yes","No","Yes","Yes",1,18539
"1053-MXTTK",1,"Q3","Yes",1,72,"None","Yes","14.46","No","Yes","Fiber Optic",29,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","108.65","7726.35","0.00","0.00","1041.12","8767.47",4,"Stayed","No",0,48,5730,NULL,NULL,"United States","California","North Hollywood","91602","34.15136, -118.364786","34.15136000","-118.36478600","Female",63,"No","No","Yes","Yes",1,16996
"1530-ZTDOZ",1,"Q3","Yes",6,49,"None","No","0.00","No","Yes","Cable",11,"Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","40.65","2070.75","0.00","0.00","0.00","2070.75",4,"Stayed","No",0,29,5565,NULL,NULL,"United States","California","Studio City","91604","34.139082, -118.39275","34.13908200","-118.39275000","Female",57,"No","No","Yes","No",0,26157
"1301-LOPVR",1,"Q3","Yes",6,29,"None","No","0.00","No","Yes","DSL",57,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card","55.35","1636.95","0.00","0.00","0.00","1636.95",3,"Stayed","No",0,70,5138,NULL,NULL,"United States","California","North Hollywood","91605","34.207295, -118.400022","34.20729500","-118.40002200","Male",62,"No","No","Yes","Yes",3,57146
"0853-TWRVK",1,"Q3","Yes",5,72,"None","Yes","6.15","Yes","Yes","Fiber Optic",5,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","105.60","7581.50","0.00","0.00","442.80","8024.30",3,"Stayed","No",0,48,5981,NULL,NULL,"United States","California","North Hollywood","91606","34.187599, -118.387125","34.18759900","-118.38712500","Male",59,"No","No","Yes","No",0,45358
"6212-ATMLK",1,"Q3","No",0,50,"None","Yes","49.14","Yes","Yes","Fiber Optic",6,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","95.70","4729.75","0.00","140.00","2457.00","7326.75",4,"Stayed","No",0,44,4164,NULL,NULL,"United States","California","Rancho Cucamonga","91701","34.132275, -117.611478","34.13227500","-117.61147800","Female",42,"No","No","No","No",0,39064
"8200-LGKSR",1,"Q3","Yes",6,71,"None","Yes","35.09","Yes","Yes","DSL",12,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","83.20","6126.10","0.00","0.00","2491.39","8617.49",3,"Stayed","No",0,73,5350,NULL,NULL,"United States","California","Azusa","91702","34.174493, -117.87068","34.17449300","-117.87068000","Male",47,"No","No","Yes","No",0,57775
"0670-ANMUU",1,"Q3","No",0,71,"None","Yes","16.57","Yes","Yes","Fiber Optic",5,"Yes","No","No","Yes","No","Yes","Yes","Yes","One Year","No","Credit Card","97.65","6687.85","0.00","0.00","1176.47","7864.32",3,"Stayed","No",0,37,5319,NULL,NULL,"United States","California","Chino Hills","91709","33.942895, -117.725644","33.94289500","-117.72564400","Male",47,"No","No","No","No",0,66754
"6897-RWMUB",1,"Q3","Yes",2,61,"None","Yes","42.31","No","Yes","DSL",59,"Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","68.05","4158.25","0.00","0.00","2580.91","6739.16",4,"Stayed","No",0,78,4436,NULL,NULL,"United States","California","Chino","91710","33.990646, -117.663025","33.99064600","-117.66302500","Male",23,"Yes","No","Yes","Yes",2,75319
"6999-CHVCF",1,"Q3","No",0,68,"None","Yes","49.42","Yes","Yes","Fiber Optic",7,"Yes","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","102.10","7149.35","0.00","0.00","3360.56","10509.91",3,"Stayed","No",0,62,5228,NULL,NULL,"United States","California","Covina","91723","34.084747, -117.886844","34.08474700","-117.88684400","Male",40,"No","No","No","No",0,17554
"6134-KWTBV",1,"Q3","No",0,62,"None","Yes","48.93","Yes","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal","23.40","1429.65","0.00","0.00","3033.66","4463.31",4,"Stayed","No",0,67,5822,NULL,NULL,"United States","California","Covina","91724","34.08111, -117.853935","34.08111000","-117.85393500","Male",43,"No","No","No","No",0,25068
"1077-HUUJM",1,"Q3","No",0,7,"Offer E","Yes","28.50","No","Yes","Fiber Optic",13,"No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","71.05","472.65","0.00","10.00","199.50","682.15",5,"Stayed","No",0,49,4668,NULL,NULL,"United States","California","Rancho Cucamonga","91730","34.10097, -117.57882","34.10097000","-117.57882000","Female",48,"No","No","No","Yes",1,51970
"0895-LNKRC",1,"Q3","Yes",10,6,"Offer E","Yes","1.57","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.45","113.50","0.00","0.00","9.42","122.92",4,"Stayed","No",0,43,3461,NULL,NULL,"United States","California","El Monte","91732","34.074492, -118.01462","34.07449200","-118.01462000","Male",53,"No","No","Yes","Yes",3,62660
"8417-GSODA",1,"Q3","Yes",1,28,"None","Yes","13.19","Yes","Yes","Fiber Optic",30,"No","No","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal","92.20","2568.15","0.00","0.00","369.32","2937.47",4,"Stayed","No",0,26,5116,NULL,NULL,"United States","California","Rancho Cucamonga","91737","34.245289, -117.642503","34.24528900","-117.64250300","Male",37,"No","No","Yes","Yes",3,23079
"5171-EPLKN",1,"Q3","No",0,27,"None","Yes","47.65","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.85","470.00","0.00","0.00","1286.55","1756.55",4,"Stayed","No",0,58,2176,NULL,NULL,"United States","California","Rancho Cucamonga","91739","34.133809, -117.523724","34.13380900","-117.52372400","Male",27,"Yes","No","No","No",0,12937
"4452-QIIEB",1,"Q3","No",0,7,"Offer E","Yes","30.04","No","Yes","DSL",6,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","43.90","278.40","0.00","0.00","210.28","488.68",5,"Stayed","No",0,75,3565,NULL,NULL,"United States","California","Glendora","91740","34.119363, -117.855059","34.11936300","-117.85505900","Male",41,"No","No","No","No",0,25135
"7820-ZYGNY",1,"Q3","No",0,63,"None","Yes","9.21","Yes","Yes","Fiber Optic",28,"No","Yes","No","No","No","Yes","Yes","No","One Year","No","Credit Card","90.45","5825.50","0.00","100.00","580.23","6505.73",3,"Stayed","No",0,23,4616,NULL,NULL,"United States","California","La Puente","91746","34.038983, -117.991372","34.03898300","-117.99137200","Male",33,"No","No","No","No",0,30802
"9677-AVKED",1,"Q3","No",0,53,"None","Yes","14.54","Yes","Yes","Cable",18,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","84.60","4449.75","0.00","0.00","770.62","5220.37",5,"Stayed","No",0,60,4733,NULL,NULL,"United States","California","La Verne","91750","34.144703, -117.770299","34.14470300","-117.77029900","Female",55,"No","No","No","Yes",2,35530
"2227-JRSJX",1,"Q3","No",0,21,"Offer D","Yes","6.12","No","Yes","Fiber Optic",51,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","99.15","1956.40","0.00","0.00","128.52","2084.92",3,"Stayed","No",0,36,5324,NULL,NULL,"United States","California","Monterey Park","91754","34.050322, -118.147037","34.05032200","-118.14703700","Female",22,"Yes","No","No","No",0,33280
"9847-HNVGP",1,"Q3","No",0,17,"Offer D","Yes","25.91","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.95","310.60","0.00","0.00","440.47","751.07",5,"Stayed","No",0,76,2221,NULL,NULL,"United States","California","Monterey Park","91755","34.049172, -118.115022","34.04917200","-118.11502200","Male",23,"Yes","No","No","No",0,26933
"6696-YDAYZ",1,"Q3","Yes",3,16,"Offer D","Yes","27.24","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Credit Card","20.50","290.55","0.00","0.00","435.84","726.39",3,"Stayed","No",0,52,2856,NULL,NULL,"United States","California","Mt Baldy","91759","34.231318, -117.662032","34.23131800","-117.66203200","Male",30,"No","No","Yes","Yes",2,47
"8980-WQFWL",1,"Q3","No",0,35,"None","Yes","2.15","No","Yes","DSL",7,"No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","62.10","2096.10","0.00","0.00","75.25","2171.35",4,"Stayed","No",0,65,5315,NULL,NULL,"United States","California","Ontario","91761","34.035602, -117.591528","34.03560200","-117.59152800","Female",61,"No","No","No","No",0,56280
"6506-EYCNH",1,"Q3","Yes",9,28,"None","Yes","15.85","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","19.55","543.80","0.00","0.00","443.80","987.60",4,"Stayed","No",0,41,3948,NULL,NULL,"United States","California","Montclair","91763","34.072121, -117.698319","34.07212100","-117.69831900","Female",27,"Yes","No","Yes","Yes",3,34447
